Video,Query ID,Language Query,Type,Track ID,Start Frame,End Frame,Revision
MOT17-08,,A woman disappears from the frame from the right side of the camera,M,11,75,86,
MOT17-08,,A man disappears from the frame from the right side of the camera,M,12,69,80,
MOT17-08,,A person stops taking a sip from his coffee cup,M,13,39,62,
MOT17-08,,A woman getting inside the entrance of a building to the right,M,14,578,625,
MOT17-08,,A person walking inside a store to the right,M,17,149,201,
MOT17-08,,A person walks and moves out of the frame in the right side of the camera,M,16,189,211,
MOT17-08,,A woman gets inside a building to the right,M,15,530,559,
MOT17-08,,A woman walks out of the store with a bag,M,18,26,75,
MOT17-08,,A person walks and moves out of the frame in the right side of the camera,M,19,369,392,
MOT17-08,,A woman nods her head as she walks and converses with another person,M,20,173,190,
MOT17-08,,A woman walks out of the frame in the right side of the camera,M,21,281,302,
MOT17-08,,A woman points to her front with her finger,M,24,303,313,
MOT17-08,,A woman looks to the left at the person beside her briefly as she walks,M,23,318,324,
MOT17-08,,A person remains seated on the bench,O,25,1,625,
MOT17-08,,A person walking in the sidewalk walks out of the frame to the left,M,26,463,472,
MOT17-08,,A person looks at the camera as he walks,M,22,208,252,
MOT17-08,,A person walks behind a group of people and disappears,M,30,213,222,
MOT17-08,,A person gets inside the building to the right,M,27,229,245,
MOT17-08,,A person gets inside the building to the right,M,28,521,578,
MOT17-08,,A person gets inside the building to the right,M,29,521,579,
MOT17-08,,A woman walks inside a store to the right,M,32,414,480,
MOT17-08,,A person disappears from the frame to the left side of the camera,M,31,141,174,
MOT17-08,,A person standing against a wooden structure,M,33,1,625,
MOT17-08,,A person remains seated,M,34,1,625,
MOT17-08,,A woman walks inside a building to the right,M,35,147,230,
MOT17-08,,A person walks out of the building,M,40,204,263,
MOT17-08,,A person remains seated,O,41,1,625,
MOT17-08,,A person walks into the store to the right,M,36,354,448,
MOT17-08,,A person walks into the store to the right,M,37,354,448,
MOT17-08,,A person fixes his cap as he walks,M,38,271,419,
MOT17-08,,A person appears from the right side of the camera,M,39,197,209,
MOT17-08,,A person walks into the building to the right,M,42,573,625,
MOT17-08,,A person walks into the building to the right,M,43,573,625,
MOT17-08,,A person walks out of the building,M,45,228,290,
MOT17-08,,A person scratches the back of his head,M,49,555,617,
MOT17-08,,A person appears from the right side of the camera,M,50,386,405,
MOT17-08,,A person comes out of a building in the right,M,48,363,401,
MOT17-08,,A person comes out of a building in the right,M,47,337,367,
MOT17-08,,A person comes out of a building in the right,M,46,272,331,
MOT17-08,,A person appears in the frame from the left side of the camera,M,51,232,289,
MOT17-08,,A person remains standing in the street,O,52,1,625,
MOT17-08,,A person glances slightly to the right as he walks,M,44,580,601,
MOT17-08,,A person turns around and walks back,M,53,424,477,
MOT17-08,,A person turns around and walks back,M,54,461,546,
MOT17-08,,A person appears in the frame from the left side of the camera,M,55,333,392,
MOT17-08,,A person appears in the frame from the left side of the camera,M,56,412,451,
MOT17-08,,A person appears in the frame from the left side of the camera,M,57,399,462,
MOT17-08,,A woman appears in the frame from the right side of the camera,M,58,422,438,
MOT17-08,,A person getting out the building in the right,M,60,409,420,
MOT17-08,,A person coming out behind the walls and going through the entrance,M,59,311,431,
MOT17-08,,A person disappears behind the wooden boxes containing flowers on the top,M,61,530,625,
MOT17-08,,A person looks right as he walks,M,62,483,502,
MOT17-08,,A person looks right as he walks,M,63,560,597,
MOT17-08,,A person walks behind the wooden boxes containing flowers,M,64,593,625,
MOT17-08,,A person walks behind the wooden boxes containing flowers,M,65,593,625,
MOT17-08,,A person comes out of the store through the open doors in the right,M,66,499,530,
MOT17-08,,A person appears in the frame from the right side of the camera,M,67,498,522,
MOT17-08,,A person appears in the frame from the right side of the camera,M,68,542,561,
MOT17-08,,A person appears in the frame from the right side of the camera,M,69,587,603,
MOT17-12,,A person disappears from the frame to the left side of the camera,M,1,1,15,
MOT17-12,,A person disappears from the frame to the left side of the camera,M,2,17,30,
MOT17-12,,A person disappears from the frame to the left side of the camera,M,5,58,70,
MOT17-12,,A person disappears from the frame to the left side of the camera,M,6,71,90,
MOT17-12,,A person looks down while walking,M,3,285,330,
MOT17-12,,A person disappears into the crowd,M,4,203,218,
MOT17-12,,A person looks to the right while walking and conversing with another person,M,7,255,313,
MOT17-12,,A person walks out of the store in the right,M,11,1,42,
MOT17-12,,A person walks out of the store in the right,M,12,1,41,
MOT17-12,,A person walks out of the store in the right,M,17,125,174,
MOT17-12,,A person walks out of the store in the right,M,18,125,174,
MOT17-12,,A person slows down walking and talks with other people,M,10,65,191,
MOT17-12,,A person starts walking,M,8,165,546,
MOT17-12,,A person disappears from the frame to the right side of the camera,M,9,281,307,
MOT17-12,,A person turns around and starts walking,M,15,185,475,
MOT17-12,,A person disappears behind a white column,M,13,143,152,
MOT17-12,,A person enters inside a store and stands for a while,M,21,222,270,
MOT17-12,,A person looks up from his phone,M,14,95,143,
MOT17-12,,A person starts walking,M,16,159,274,
MOT17-12,,A person disappears behind the white column,M,22,249,269,
MOT17-12,,A person disappears behind the white column,M,23,271,312,
MOT17-12,,A person enters a shopping store,M,24,406,428,
MOT17-12,,A baby is being carried into the store,M,25,406,428,
MOT17-12,,A person disappears from the frame to the right side of the camera,M,26,519,529,
MOT17-12,,A person walks out of the shopping store,M,27,599,647,
MOT17-12,,A person walks out of the shopping store,M,30,599,647,
MOT17-12,,A person disappears from the frame to the right side of the camera,M,28,714,718,
MOT17-12,,A person disappears from the frame to the right side of the camera,M,29,721,727,
MOT17-12,,A person disappears behind a white column,M,19,274,280,
MOT17-12,,A person disappears behind a white column,M,20,262,269,
MOT17-12,,The baby stroller disappears from the frame to the right side of the camera,M,31,557,591,
MOT17-12,,A person disappears from the frame to the right side of the camera,M,37,604,610,
MOT17-12,,A boy disappears from the frame to the right side of the camera,M,32,569,604,
MOT17-12,,A little girl turns around and starts walking,M,36,547,589,
MOT17-12,,A person disappears from the frame to the right side of the camera,M,33,573,595,
MOT17-12,,A woman removes her hand from above her head,M,34,606,619,
MOT17-12,,A person looks to the left,M,35,562,583,
MOT17-12,,A person glances to the left as he walks,M,38,522,555,
MOT17-12,,A person stops walking as she reaches the counter inside a shop,M,39,446,609,
MOT17-12,,A person fixes her dress as she walks,M,40,623,649,
MOT17-12,,A person turns around and stops walking,M,41,552,599,
MOT17-12,,A person seated on a chair disappears from the frame to the right side of the camera,M,44,872,887,
MOT17-12,,A person seated remains seated on a chair,O,47,662,900,
MOT17-12,,A person seated on a chair disappears from the frame to the right side of the camera,M,45,885,900,
MOT17-12,,A person disappears behind the white column,M,42,757,762,
MOT17-12,,A person disappears behind the white column,M,43,718,737,
MOT17-12,,A person disappears from the frame to the left side of the camera,M,46,831,841,
MOT17-12,,A person switches the bag from both hands to his hand on the left of the camera,M,50,702,725,
MOT17-12,,A person disappears from the frame to the right side of the camera,M,51,746,752,
MOT17-12,,A person looks at the camera as she walks,M,48,732,771,
MOT17-12,,A person disappears from the frame to the right side of the camera,M,49,808,821,
MOT17-12,,A person seated remains seated on a chair,O,54,603,900,
MOT17-12,,A person disappears behind the white column,M,53,761,766,
MOT17-12,,A person disappears behind the white column,M,52,764,769,
MOT17-12,,A person appears in the frame from behind the white column at the left side of the camera,M,55,745,761,
MOT17-12,,A person appears in the frame from behind the white column at the left side of the camera,M,57,737,744,
MOT17-12,,A person disappears from the frame to the left side of the camera,M,56,842,846,
MOT17-12,,A person disappears from the frame to the left side of the camera,M,58,851,857,
MOT17-12,,A person appears in the frame as he walks from behind a standing rectangular structure,M,59,732,749,
MOT17-12,,A person appears in the frame as he walks from behind a standing rectangular structure,M,60,753,761,
MOT17-12,,A person appears in the frame as he walks from behind a standing rectangular structure,M,61,759,778,
MOT17-12,,A person appears in the frame as he walks from behind a standing rectangular structure,M,62,776,792,
MOT17-12,,A person appears in the frame as he walks from behind a standing rectangular structure,M,63,795,815,
MOT17-12,,A person appears into the frame from behind a man,M,64,826,844,
MOT17-12,,A person appears in the frame from the right side of the camera,M,65,822,841,
MOT17-12,,A person appears into the frame from behind a man,M,70,847,870,
MOT17-12,,A baby stroller appears into the frame from behind a man,M,71,840,872,
MOT17-12,,A person appears into the frame from behind a man,M,73,884,900,
MOT17-12,,A person walks behind a group of people,M,66,844,890,
MOT17-12,,A person walks behind a group of people,M,67,833,876,
MOT17-12,,A person appears in the frame as he walks from behind a standing structure,M,68,876,891,
MOT17-12,,A person appears into the frame from behind a man,M,69,839,855,
MOT17-12,,A person appears into the frame from behind a man,M,72,878,887,
MOT17-14,,A car disappears from the frame at the left side of the camera,M,1,1,18,
MOT17-14,,A man disappears behind a booth at the left side of the camera,M,2,11,18,
MOT17-14,,A man turns around and looks towards the camera,M,3,5,15,
MOT17-14,,A person disappears behind the traffic signal,M,4,36,42,
MOT17-14,,A person runs in front of a bus,M,5,82,147,
MOT17-14,,A bus takes a left turn,M,6,68,193,
MOT17-14,,A car comes to a halt,M,9,217,298,
MOT17-14,,A car comes to a halt,M,8,239,298,
MOT17-14,,A car disappears from the frame at the left side of the camera,M,7,296,299,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,10,71,79,
MOT17-14,,A car disappears from the frame at the right side of the camera,M,16,1,8,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,15,6,10,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,14,40,46,
MOT17-14,,A car disappears from the frame at the right side of the camera,M,11,27,37,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,13,125,131,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,12,131,139,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,17,37,41,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,18,41,45,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,20,52,56,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,19,55,58,
MOT17-14,,A person walks from the sidewalk to the main street to cross the road,M,23,65,88,
MOT17-14,,A person walks from the sidewalk to the main street to cross the road,M,24,63,98,
MOT17-14,,A person disappears from the frame behind the traffic signal,M,21,65,67,
MOT17-14,,A person disappears from the frame behind the traffic signal,M,22,65,67,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,25,79,83,
MOT17-14,,A cycle disappears from the frame at the left side of the camera,M,26,77,91,
MOT17-14,,A cycle disappears from the frame at the left side of the camera,M,27,75,88,
MOT17-14,,A cycle disappears from the frame at the left side of the camera,M,28,70,81,
MOT17-14,,A cycle disappears from the frame at the left side of the camera,M,29,68,79,
MOT17-14,,A person takes a left turn while walking towards the camera,M,30,115,141,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,31,157,163,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,32,182,193,
MOT17-14,,A car disappears from the frame at the right side of the camera,M,33,74,85,
MOT17-14,,A cycle disappears from the frame at the right side of the camera,M,38,112,118,
MOT17-14,,A car disappears from the frame at the right side of the camera,M,37,125,139,
MOT17-14,,A person disappears behind a bus,M,36,239,243,ID 36 & 51 are the same person
MOT17-14,,A person takes a left turn while walking towards the camera,M,35,114,147,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,34,116,119,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,57,318,320,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,43,309,310,
MOT17-14,,A person removes his hand from his face,M,42,268,277,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,41,309,311,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,39,314,317,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,40,311,314,
MOT17-14,,A bus starts driving forward,M,45,200,300,
MOT17-14,,A person appears from behind another person and walks to the right,M,58,217,280,
MOT17-14,,A bus disappears behind the traffic signal,M,44,300,303,
MOT17-14,,A person stops walking and stands in the middle of street while crossing,M,46,90,162,
MOT17-14,,A person stops walking and stands in the middle of street while crossing,M,47,102,138,
MOT17-14,,A bus disappers from the frame at the right side of the camera,M,50,256,275,
MOT17-14,,A car disappears from the frame at the right side of the camera,M,48,282,286,
MOT17-14,,A car disappears from the frame at the right side of the camera,M,49,281,286,
MOT17-14,,A person stops walking in the sidewalk,M,52,242,247,
MOT17-14,,A person disappears behind a bus,M,53,252,255,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,54,252,255,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,55,249,252,
MOT17-14,,A person stops walking,M,56,205,246,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,61,333,335,
MOT17-14,,A person appears in the frame from the left side of the camera,M,60,308,311,
MOT17-14,,A person appears in the frame from the left side of the camera,M,59,322,324,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,72,386,388,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,71,387,390,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,70,390,392,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,69,390,393,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,68,393,395,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,67,393,396,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,66,396,400,
MOT17-14,,A person raises his hand and hold them together,M,65,385,410,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,64,411,418,
MOT17-14,,A person turns around and takes a step to the left,M,63,355,400,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,62,421,427,
MOT17-14,,A cart disappears from the frame at the right side of the camera,M,75,429,435,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,76,436,441,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,77,450,454,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,79,455,458,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,78,456,459,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,80,457,463,
MOT17-14,,A bus appears in the frame from the left side of the camera,M,73,404,428,
MOT17-14,,A bus appears in the frame from the left side of the camera,M,74,384,387,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,91,460,465,
MOT17-14,,A person appears from behind the bus,M,92,454,459,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,90,464,467,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,89,467,471,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,88,470,474,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,87,472,476,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,86,475,480,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,85,479,483,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,84,484,488,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,83,488,492,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,82,646,650,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,81,650,655,
MOT17-14,,A person slightly to the right,M,98,484,627,
MOT17-14,,A person slightly to the right,M,97,484,627,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,96,687,697,
MOT17-14,,A person looks to the right while walking,M,95,631,648,
MOT17-14,,A person appears from behind the bus,M,93,468,473,
MOT17-14,,A person appears from behind the bus,M,94,461,464,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,9A,494,497,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,9B,492,497,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,9C,495,500,
MOT17-14,,A person takes a step forward and turns forward,M,103,439,480,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,105,501,506,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,104,505,509,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,102,508,514,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,101,512,517,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,100,516,521,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,99,520,524,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,9E,523,529,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,9D,526,529,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,114,532,537,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,113,536,539,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,112,537,541,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,111,540,544,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,110,545,549,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,109,549,554,
MOT17-14,,A person turns her face to the left,M,108,544,550,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,107,563,569,
MOT17-14,,A person puts down his hand from above his head,M,106,554,566,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,117,552,555,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,116,553,556,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,115,556,560,
MOT17-14,,A person puts his hand to the mouth,M,118,504,579,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,126,594,600,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,125,602,607,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,124,607,611,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,123,610,614,
MOT17-14,,A person disappears from the frame at the right side of the camera,M,128,629,638,
MOT17-14,,A person takes a left turn and crosses the street,M,119,537,699,
MOT17-14,,A person takes a left turn and crosses the street,M,120,573,721,
MOT17-14,,A person takes a left turn and crosses the street,M,121,594,724,
MOT17-14,,A person walks from the main street to the sidewalk,M,122,438,482,
MOT17-14,,A bus disappears from the frame at the left side of the camera,M,129,599,677,
MOT17-14,,A person looks down while walking,M,127,673,717,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,130,623,628,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,131,646,652,
MOT17-14,,A stroller disappears from the frame at the left side of the camera,M,132,638,644,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,133,644,648,
MOT17-14,,A person stops walking for a brief moment,M,134,590,648,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,135,675,681,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,136,673,678,
MOT17-14,,A person disappears behind a sign board,M,137,688,693,
MOT17-14,,A person disappears behind a sign board,M,138,678,688,
MOT17-14,,A person disappears from the frame at the left side of the camera,M,139,684,690,
MOT17-14,,A person disappears behind a sign board,M,140,650,669,
MOT17-14,,A person disappears behind a sign board,M,141,616,635,
MOT17-14,,A person disappears behind a bus,M,143,675,695,
MOT17-14,,A person disappears behind a bus,M,142,708,728,
MOT17-14,,A person disappears behind a bus,M,145,733,747,
MOT17-14,,A person appears from behind a sign board,M,144,712,735,
MOT17-14,,A bus appears in the frame from behind another bus,M,146,527,750,
MOT17-14,,A person appears from behind a bus,M,147,598,649,
MOT17-14,,A person appears into the frame as he walks to the right,M,148,719,750,
MOT17-14,,A person walks to the left,O,149,515,750,
MOT17-14,,A person walks to the left,O,150,687,750,
MOT17-14,,A person walks to the left,O,151,708,750,
MOT17-14,,A person walks between two black poles,M,152,648,668,
MOT17-14,,A person takes a right turn,M,153,710,740,
MOT17-14,,A person takes a right turn,M,154,710,740,
MOT17-14,,A person walks to the left,O,155,648,750,
MOT17-14,,A person walks towards the camera,O,156,491,750,
MOT17-14,,A person turns forward a bit as he walks to the left,M,157,656,679,
MOT17-14,,A person walks to the left,O,158,587,750,
MOT17-14,,A person walks to the left,O,159,587,750,
MOT17-14,,A person walks to the left,O,160,587,750,
MOT17-14,,A person walks to the left,O,161,560,750,
MOT17-14,,A person walks to the left,O,162,586,750,
MOT17-14,,A person walks to the left,O,163,606,750,
MOT17-01,1.0,Person walking in the open area is going outside of the frame in right side,M,13,1,147,
MOT17-01,1.0,Person walking in the open area is going outside of the frame in right side,M,4,1,366,
MOT17-01,1.0,Person walking in the open area is going outside of the frame in right side,M,9,1,390,
MOT17-01,1.0,Person walking in the open area is going outside of the frame in right side,M,10,1,378,
MOT17-01,2.0,Person is walking towards the right side,M,3,1,450,
MOT17-01,3.0,Person entering into frame from right side is walking in the open area,M,33,28,450,
MOT17-01,3.0,Person entering into frame from right side is walking in the open area,M,41,375,450,
MOT17-01,3.0,Person entering into frame from right side is walking in the open area,M,40,303,450,
MOT17-01,3.0,Person entering into frame from right side is walking in the open area,M,37,131,450,
MOT17-01,4.0,Person entering into frame from right side is cycling in the open area,M,19,176,450,
MOT17-01,4.0,Person entering into frame from right side is cycling in the open area,M,36,111,450,
MOT17-01,5.0,Cycle entering into frame from right side is moving in the open area,M,20,176,450,
MOT17-01,5.0,Cycle entering into frame from right side is moving in the open area,M,38,111,450,
MOT17-01,6.0,Person walking in the open area is going outside of the frame in left side,M,1,1,68,
MOT17-01,6.0,Person walking in the open area is going outside of the frame in left side,M,2,1,50,
MOT17-01,7.0,Person entering into frame from left side is walking in the open area,M,39,211,450,
MOT17-01,7.0,Person entering into frame from left side is walking in the open area,M,42,322,450,
MOT17-01,7.0,Person entering into frame from left side is walking in the open area,M,34,73,450,
MOT17-01,7.0,Person entering into frame from left side is walking in the open area,M,43,363,450,
MOT17-01,7.0,Person entering into frame from left side is walking in the open area,M,44,320,450,
MOT17-01,7.0,Person entering into frame from left side is walking in the open area,M,45,404,450,
MOT17-01,8.0,Person is getting up from the bench,M,12,308,384,
MOT17-01,9.0,Person is having interaction with a child,M,32,124,450,
MOT17-01,10.0,A child is having interaction with a person,M,6,124,450,
MOT17-01,11.0,A person standing beside a child begins to walk,M,8,420,450,
MOT17-01,12.0,Person remains seated continuously.,M,11,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,14,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,15,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,16,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,21,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,5,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,22,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,23,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,24,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,25,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,35,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,26,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,30,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,31,1,450,
MOT17-01,12.0,Person remains seated continuously.,M,27,1,450,
MOT17-01,13.0,The person is standing still in the open area,M,7,1,450,
MOT17-01,13.0,The person is standing still in the open area,M,17,1,450,
MOT17-01,13.0,The person is standing still in the open area,M,18,1,450,
MOT17-01,14.0,Person walking in the right side stops walking in front of a building,M,29,282,450,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,5,1,585,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,6,1,586,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,7,1,796,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,49,1,31,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,50,1,75,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,51,1,57,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,24,1,162,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,56,1,47,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,20,1,470,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,16,1,704,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,54,1,726,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,71,1,770,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,67,1,943,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,68,1,937,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,72,1,936,
MOT17-03,15.0,Person walking in open area is going outside of the frame in camera side,M,73,1,959,
